1	солнце
2	меркурій
3	афродиты
3	венера

4	семля
4	терра
4.1	селена
4.1	месяц

5	арест
5	марс
5.1	деймос
5.2	фобос

6	фаэтон
6	юпитер
7	сатурнъ
8	уранъ
9	нептун
9	плутон
