1
2	плоть
3	литальн, казуал
4
5	митальн, минеральн, ментал,
6
7	химич, эфирн, крылатое
8	питальн, душа
9	читальн, дух
10	литальн, казуал
11
12	фисич, фитальн, астрал,
13	цитальн, саратман, языков, девакон
14
15
16	ситальн, атман, этическ, божествен
17
18
19
20
21
22
23
24
25	живот
26
40	химич
51	фисич
76	митал
84	литал
93	питал
100	читал
105	ситал
108	цитал
