1	свинец
2	жилезо, железо
3	молибден, кобальт, олово
4	серебро
5	мидь, мђдь
6	цинк
7	хром
8	молибден
9	вольфрам
10	кобальт, финифть
11	цирконий
12	никель, кобальт, финифть
13	свинец
14	жилезо, железо
15	олово
16	серебро
17	медь
18	цинк
19	хром
20	молибден
21	вольфрам
22	кобальт
23	цирконий
24	никель
25	чудь, золото
