1	сыроежкая красная
2	белый
3	моховик
4	груздь белый
5	польский
6	сыроежкая синяя
7	поддубовик
8	козляк
9	подосиновик
10	подберёзовик
11	чернушка
12	маслёнок
13	груздь мокрый
14	шампиньон
15	свинушка
16	опята
17	груздь чёрный
18	коровяк
19	кульпики
20	вешенка
21	лисичка
22	волнушка
23	рыжик
24	сморчки
25	трюфель
