1
2	кулинария
3	пиктография рисунки
4
5	крюковое нотное письмо
5	ноты
5	речь
7	пляски позы мудры
8	орнамент узлы
9	руны
10	пиктография
10	рисунки
11
12	запахи
13	дэваглосса
14
15
16	приметы
17
18
19
20
21
22
23
24
