1	чирва
2	чирва
3	чирва
4	пика
5	чирва
6	бубны
7	чирва
8	чирва
9	чирва
10	чирва
11	крести, трефы
12	чирва
13	бубны
14	крести, трефы
15	пика
16	бубны
17	пика
18	бубны
19	крести, трефы
20	пика
21	крести, трефы
22	пика
23	бубны
24	крести, трефы
25	звезда ра
