1	24.00
2	12.00
3	8.00
4	6.00
5	4.80
6	4.00
7	3.43
8	3.00
9	2.67
10	2.40
11	2.18
12	2.00
13	1.85
14	1.71
15	1.60
16	1.50
17	1.41
18	1.33
19	1.26
20	1.20
21	1.14
22	1.09
23	1.04
24	1.00
