1	дхи
2	жи
3	ли
4	си
5	ми
6	дзы
7	хи
8	пи
9	чи
9	ча
10	ли
11	ци
12	фи
13	дци
14	дми
15	дчи
16	тхи
17	дчи
18	тзы
19	дли
20	дси
21	дфи
22	дпи
23	тжи
24	дпи
25	тфи
26
27
28
29
30
31
32
33
34
35	дхи
36	дфи
37	дми
38	дли
39	дпи
40
41	дси
42	дци
